,n,nc,Pii,Pij,Phi,B,p,EK,Eq,Graph,rep,design,K,q,Estimator,Bias,Abs_Bias,Rel_bias_sq,Bias_sq
67,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C,-0.9257716817177145,-41.08007182044913,0.8570532066704453,1687.5723007732586
68,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C($0.75$),-1.040303267477762,-46.16228146419508,1.0822308883249079,2130.956229979569
69,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;1)$,-0.2931296474150211,-13.007296730192888,0.0859249901936546,169.18976822728658
70,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(1),-0.3262793554825341,-14.478277550986228,0.10645821781409787,209.62052084339174
71,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(1),-0.2935265421691767,-13.0249084862315,0.08615783095779345,169.64824107470534
72,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;2)$,-3.729730529176049,-165.5025758891087,13.910889820267853,27391.102625930183
73,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(2),-0.859854856750014,-38.15508722940523,0.7393503746765872,1455.8106814835223
74,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(2),-0.05081140770824892,-2.2546987763549424,0.002581799153293898,5.083666572096475
75,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;3)$,261.50438886305034,11603.961633309491,68384.54539463745,134651925.58731866
76,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(3),0.646933013944665,28.706921156365638,0.41852232453152804,824.0873222777931
77,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(3),-2.0754563432136948,-92.09602899197631,4.307519032585962,8481.678556090941
78,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM,-0.9114239109414435,-40.44340571195578,0.8306935454357963,1635.6690655818577
79,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM($0.75$),-1.0433771449201559,-46.29868130077952,1.088635866541736,2143.567890191151
80,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;1)$,-0.3028658182310293,-13.552062773943238,0.09172770385275089,183.65840542889808
81,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;1)$,-0.3028658182310293,-13.552062773943238,0.09172770385275089,183.65840542889808
82,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;2)$,-4.92740264937282,-220.48202866477612,24.279296869046288,48612.32496413516
83,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;2)$,-4.92740264937282,-220.48202866477612,24.279296869046288,48612.32496413516
84,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;3)$,59.848352032589446,2677.9800652314407,3581.8252410167534,7171577.2297769915
85,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;3)$,59.848352032589446,2677.9800652314407,3581.8252410167534,7171577.2297769915
86,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,HT,-1.0103326386546807,-45.2084405615145,1.0207720407309295,2043.8030980039896
87,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C,-0.9314456019697095,-41.67855369792137,0.8675909094287145,1737.1018383505154
88,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C($0.75$),-1.0461344847653422,-46.81043338047511,1.094397360215248,2191.2166732678984
89,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;1)$,-0.3760951276314134,-16.828788433124416,0.14144754502808912,283.2081201268621
90,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(1),-0.43000629872158735,-19.241102833931166,0.18490541694023901,370.22003826591396
91,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(1),-0.42303466365926207,-18.929149386845282,0.178958326657305,358.3126965095051
92,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;2)$,-1.5169216669828933,-67.87632151484777,2.30105134376216,4607.195022386987
93,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(2),-0.37384770413508045,-16.728225007116713,0.13976210588707064,279.83351188872496
94,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(2),-0.11398092045702317,-5.100201132262185,0.012991650228230242,26.01205158952848
95,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;3)$,-301.89047711491366,-13508.4200673849,91137.86017267022,182477412.71692708
96,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(3),-0.9312426430606308,-41.669472079228214,0.8672128602545494,1736.3449033615798
97,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(3),-4.773193819429339,-213.58178565981527,22.78337923783844,45617.17916563527
