,B,ratio,N,k,Graph,p,NC,q,q_true,rep,Estimator,Bias,Abs_Bias,Bias_sq
0,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,0,PI($p$),-0.3304327582366366,-0.7004721121066877,0.49066117983920404
1,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,0,LS-Prop,-0.6515794766335643,-1.3812590937973122,1.907876684197772
2,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,0,LS-Num,-0.6496696533501597,-1.3772105304641364,1.8967088452213081
3,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,0,DM,-0.6506296896732823,-1.3792456757522293,1.9023186340812237
4,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,0,DM($0.75$),-0.6518726514528193,-1.3818805841905646,1.9095939489628562
5,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,1,PI($p$),-0.33655211560467396,-0.7134443101514563,0.5090027836874873
6,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,1,LS-Prop,-0.6455655098928504,-1.3685103094228817,1.8728204669967112
7,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,1,LS-Num,-0.6464011216096065,-1.3702816916165261,1.8776719143794485
8,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,1,DM,-0.6442417889417547,-1.3657042026209951,1.8651479690566481
9,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,1,DM($0.75$),-0.6450905979007876,-1.3675035611576056,1.8700659897787333
10,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,2,PI($p$),-0.33552201211731986,-0.7112606320884034,0.5058916867587951
11,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,2,LS-Prop,-0.6410194128501331,-1.3588732074165675,1.8465363938345896
12,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,2,LS-Num,-0.6411679394007009,-1.3591880633259374,1.8473921914877125
13,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,2,DM,-0.6441661801961988,-1.365543922453932,1.8647102041508705
14,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,2,DM($0.75$),-0.6424731124875981,-1.3619548512004886,1.8549210167085453
15,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,3,PI($p$),-0.33427995153027407,-0.7086276340545057,0.5021531237456864
16,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,3,LS-Prop,-0.6488057884356315,-1.3753792553675521,1.8916680960954022
17,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,3,LS-Num,-0.6485891100423047,-1.374919926901962,1.8904048053920968
18,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,3,DM,-0.6471930273507422,-1.371960423138313,1.8822754026578585
19,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,3,DM($0.75$),-0.6476877866860418,-1.373009245048196,1.8851543869878173
20,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,4,PI($p$),-0.32755582328315946,-0.6943734047206225,0.48215442518330937
21,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,4,LS-Prop,-0.645997488075445,-1.369426043902601,1.8753276897187283
22,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,4,LS-Num,-0.6458002829255405,-1.3690079960413382,1.8741828932251205
23,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,4,DM,-0.646275082494386,-1.3700145059848179,1.8769397466088247
24,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,4,DM($0.75$),-0.6471996940545084,-1.3719745556356255,1.8823141813115722
25,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,5,PI($p$),-0.3193229092087388,-0.6769207564381772,0.45822171049683397
26,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,5,LS-Prop,-0.6363981033828295,-1.349076665389271,1.8200078490978349
27,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,5,LS-Num,-0.636980232728246,-1.3503106997334418,1.8233389858146172
28,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,5,DM,-0.6422162948551151,-1.3614104330549888,1.853438367230972
29,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,5,DM($0.75$),-0.6427556766545914,-1.3625538484667274,1.8565529899714897
30,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,6,PI($p$),-0.3143519316295382,-0.6663829659881031,0.4440662573591014
31,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,6,LS-Prop,-0.6350051763307957,-1.3461238511484686,1.8120494226307844
32,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,6,LS-Num,-0.6349652206578504,-1.3460391506037408,1.81182139495804
33,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,6,DM,-0.6366897162758399,-1.3496948447131811,1.8216761738453382
34,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,6,DM($0.75$),-0.6382393047535272,-1.3529797596824302,1.8305542301103266
35,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,7,PI($p$),-0.33753851010849234,-0.7155353311662833,0.5119908101472428
36,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,7,LS-Prop,-0.6500480234508855,-1.3780126231653196,1.8989187896029651
37,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,7,LS-Num,-0.6503293424804626,-1.3786089809110686,1.9005627222486552
38,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,7,DM,-0.6512733380065372,-1.3806101219102163,1.9060843087209423
39,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,7,DM($0.75$),-0.6512850110525112,-1.38063486716614,1.9061526364348649
40,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,8,PI($p$),-0.347862154108305,-0.737420040042537,0.5437883154563369
41,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,8,LS-Prop,-0.6556463827020801,-1.3898803766832923,1.9317674614892906
42,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,8,LS-Num,-0.6541679645877969,-1.3867463331198904,1.923065392421462
43,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,8,DM,-0.6531333502887342,-1.3845530927548984,1.9169872666571541
44,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,8,DM($0.75$),-0.6537365731758129,-1.3858318425133604,1.9205298957239754
45,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,9,PI($p$),-0.3419732316627166,-0.7249363324177025,0.5255326860592296
46,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,9,LS-Prop,-0.662609855421195,-1.4046419834597688,1.9730191016977934
47,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,9,LS-Num,-0.6614363441274627,-1.4021543005227366,1.9660366824744047
48,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,9,DM,-0.6581202033959804,-1.3951245371463075,1.9463724741476987
49,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,9,DM($0.75$),-0.6600328145128117,-1.399179010303857,1.957701902874881
50,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,10,PI($p$),-0.3479672245944371,-0.7376427750574726,0.5441168635944891
51,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,10,LS-Prop,-0.6612066247773507,-1.4016673270179805,1.9646712956297303
52,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,10,LS-Num,-0.6593230455535644,-1.3976743974905121,1.9534937214004662
53,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,10,DM,-0.6571502233317851,-1.393068312491421,1.9406393232676953
54,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,10,DM($0.75$),-0.657029664076331,-1.3928127434105813,1.9399273382069098
55,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,11,PI($p$),-0.3456870646461296,-0.7328091488048714,0.5370092485721201
56,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,11,LS-Prop,-0.6601018228239013,-1.3993252984554307,1.9581112908973803
