,B,ratio,N,k,Graph,p,NC,q,q_true,rep,Estimator,Bias,Abs_Bias,Bias_sq
0,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,PI($p$),-0.0903894695310395,-0.19200321098415563,0.03686523302822618
1,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,LS-Prop,-0.7000548744946763,-1.4870402986703106,2.2112888498694865
2,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,LS-Num,-0.7098225954001262,-1.507788664465282,2.273426656689999
3,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,DM,-0.6418293275277203,-1.3633589446700494,1.8587476120118307
4,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,DM($0.75$),-0.7596463728069168,-1.613623174780431,2.6037797501884774
5,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,PI($p$),0.5431347370764882,1.1537141887961866,1.331056429429643
6,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,LS-Prop,-0.6214089724750259,-1.3199825009327901,1.7423538027687833
7,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,LS-Num,-0.6281006954093528,-1.334196903308123,1.7800813767969847
8,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,DM,-0.6591891952192191,-1.40023437226489,1.9606562972720505
9,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,DM($0.75$),-0.7392783611229636,-1.5703579176108569,2.466023989403107
10,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,PI($p$),0.5342796463873551,1.1349044109018092,1.2880080218843826
11,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,LS-Prop,-0.5964245017239359,-1.2669110686759422,1.6050636559336178
12,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,LS-Num,-0.6002924644672385,-1.2751273052633927,1.6259496446282815
13,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,DM,-0.6437962890850956,-1.3675371187079972,1.8701577710441708
14,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,DM($0.75$),-0.5553324858226899,-1.179624363268938,1.3915136384176474
15,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,PI($p$),0.17006358793420356,0.3612451220729924,0.1304980382215312
16,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,LS-Prop,-0.6748472271446596,-1.4334947998675167,2.054907341247212
17,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,LS-Num,-0.6757990183406821,-1.4355165726112988,2.0607078302416904
18,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,DM,-0.6374222965434935,-1.3539976318504445,1.8333095870566118
19,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,DM($0.75$),-0.8464226364243163,-1.7979512977154462,3.232628868956657
20,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,PI($p$),-0.3356998269000571,-0.7130857723365924,0.5084913187088745
21,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,LS-Prop,-0.663305650892743,-1.4089784517609987,1.9852202775268208
22,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,LS-Num,-0.6629029607303992,-1.408123066674629,1.9828105709011614
23,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,DM,-0.6509650534936527,-1.3827648414988611,1.9120386068853705
24,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,DM($0.75$),-0.6696194259795917,-1.422390026100313,2.023193386349649
25,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,PI($p$),0.17647282305557588,0.37485947039963374,0.1405196225482939
26,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,LS-Prop,-0.69606232732954,-1.4785594227487122,2.1861379665990053
27,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,LS-Num,-0.7034777695548777,-1.4943111328264376,2.232965761689031
28,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,DM,-0.6432735463284709,-1.3664267206902703,1.867121983016366
29,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,DM($0.75$),-0.6431214889465476,-1.3661037239326328,1.866239384542607
30,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,6,PI($p$),-0.024633273618810927,-0.052325427468504326,0.0027379503597617072
31,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,6,LS-Prop,-0.6013547447528562,-1.2773837763640858,1.631709312118173
32,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,6,LS-Num,-0.6003668063388196,-1.2752852205396765,1.6263523937269313
33,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,6,DM,-0.6312255893251542,-1.3408347303573533,1.7978377741324765
34,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,6,DM($0.75$),-0.6338662625883098,-1.3464439871470701,1.8129114105244997
35,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,7,PI($p$),0.12080640030027659,0.2566141485886826,0.06585082125589446
