,n,nc,Pii,Pij,Phi,B,p,EK,Eq,Graph,rep,design,K,q,Estimator,Bias,Abs_Bias,Rel_bias_sq,Bias_sq
34,1000,50,0.5,0.0,0.1,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(2),0.11057250111842541,7.344761470322183,0.012226278003584189,53.94552105592928
35,1000,50,0.5,0.0,0.1,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;3)$,-35.58698845652612,-2363.860263777087,1266.4337474049235,5587835.346664279
36,1000,50,0.5,0.0,0.1,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(3),7.85315699274494,521.6447517898529,61.67207475269875,272113.2470698972
37,1000,50,0.5,0.0,0.1,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(3),8.903897893535868,591.4400553722082,79.27939769851247,349801.33909868076
38,1000,50,0.5,0.0,0.1,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM,-0.9246312630581429,-61.41849018944839,0.8549429726244967,3772.2309371513684
39,1000,50,0.5,0.0,0.1,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM($0.75$),-1.0302196164433628,-68.43218040911636,1.0613524581047096,4682.963315545849
40,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;1)$,-0.4768077935603461,-30.027131185872705,0.22734567199988562,901.6286072536092
41,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;1)$,-0.4768077935603461,-30.027131185872705,0.22734567199988562,901.6286072536092
42,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;2)$,0.35889608616538465,22.601601750077855,0.1288064006648312,510.83240166912236
43,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;2)$,0.35889608616538465,22.601601750077855,0.1288064006648312,510.83240166912236
44,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;3)$,89.19402682371881,5617.023841899699,7955.574421030272,31550956.84046965
45,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;3)$,89.19402682371881,5617.023841899699,7955.574421030272,31550956.84046965
46,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,HT,-1.0072527160002223,-63.43207860514423,1.0145580338898244,4023.628596169196
47,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C,-0.9368294364258817,-58.997148885291644,0.8776493929540351,3480.663576593269
48,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C($0.75$),-1.0333614566221085,-65.07628532814546,1.067835900032166,4234.9229121102
49,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;1)$,-0.33074753432608045,-20.82893722951743,0.10939393146278177,433.8446261111772
50,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(1),-0.4117642963707128,-25.930995071323487,0.16954983576566823,672.416505389003
51,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(1),-0.3775076591692938,-23.773671820474256,0.1425120327314797,565.1874718276117
52,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;2)$,-3.504291358800901,-220.68392707787683,12.280057927366665,48701.39567051366
53,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(2),0.33227780236444887,20.925306373978195,0.11040853794414775,437.8684468448525
54,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(2),0.3809728521266159,23.991893512567266,0.14514031405748837,575.6109543183672
55,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;3)$,40.36909928633402,2542.257606728604,1629.664177189894,6463073.73896945
56,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(3),7.611045125967373,479.3081269761061,57.928007909511706,229736.28058534305
57,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(3),7.44697714814902,468.9758908845645,55.45746864505371,219938.38623097094
58,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM,-0.9299952213655213,-58.56676189300366,0.864891111762705,3430.0655986317856
59,1000,50,0.5,0.0,0.2,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM($0.75$),-1.038312701589639,-65.38809164545268,1.0780932662823746,4275.602529034118
60,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;1)$,-0.5000602620197901,-31.609607425288406,0.2500602656513012,999.1672815808479
61,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;1)$,-0.5000602620197901,-31.609607425288406,0.2500602656513012,999.1672815808479
62,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;2)$,0.079814409487712,5.045196234144967,0.006370339961872171,25.45400504103056
63,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;2)$,0.079814409487712,5.045196234144967,0.006370339961872171,25.45400504103056
64,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;3)$,105.08964767301786,6642.884387551084,11043.834048039029,44127912.98636994
65,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;3)$,105.08964767301786,6642.884387551084,11043.834048039029,44127912.98636994
66,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,HT,-1.0076079786241534,-63.69250880734331,1.0152738385870523,4056.7356781735048
67,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C,-0.9329144504302682,-58.971011654416195,0.8703293718216094,3477.5802155452907
68,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C($0.75$),-1.0319204984690433,-65.22934199763206,1.0648599151605989,4254.867057444046
69,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;1)$,-0.5203749043917701,-32.893728398568236,0.2707900411207439,1081.9973679587745
70,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(1),-0.5595876764603656,-35.372430317691254,0.31313836764631076,1251.2088265799234
71,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(1),-0.516991923265682,-32.679884761221636,0.26728064872194884,1067.9748680067262
72,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;2)$,2.0837669670298284,131.71823637325946,4.34208477288469,17349.69379328185
73,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(2),-0.08566009989927795,-5.414711656732294,0.0073376527147542775,29.319102325552585
74,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(2),-0.13873948219428303,-8.769944144003027,0.01924864391953778,76.91192028893299
75,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;3)$,23.853544266707686,1507.8206113137,568.9915740837831,2273522.99590242
76,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(3),-5.553519830797755,-351.04685377524333,30.841582511063923,123233.89354549708
77,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(3),-5.097519044672476,-322.22231615487044,25.984700410798588,103827.22102820929
78,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM,-0.9520521387653365,-60.18073548421151,0.9064032749276515,3621.7209234206343
79,1000,50,0.5,0.0,0.3,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM($0.75$),-1.0325926849381024,-65.27183197737516,1.0662476529876792,4260.4120496826945
80,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;1)$,-0.627270183659296,-37.81124401484168,0.3934678833079669,1429.6901739499006
81,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;1)$,-0.627270183659296,-37.81124401484168,0.3934678833079669,1429.6901739499006
82,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;2)$,-1.2273336597049624,-73.98249383385186,1.5063479122447765,5473.409393875929
83,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;2)$,-1.2273336597049624,-73.98249383385186,1.5063479122447765,5473.409393875929
84,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;3)$,-9.988415522802462,-602.0920912438132,99.7684446561612,362514.8863383483
85,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;3)$,-9.988415522802462,-602.0920912438132,99.7684446561612,362514.8863383483
86,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,HT,-1.0098222501383944,-60.87111504145454,1.01974097687457,3705.292646389993
87,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C,-0.9229766916626212,-55.63614821427909,0.8518859733524773,3095.38098812123
88,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C($0.75$),-1.0254730612818905,-61.81453090051019,1.051594999414852,3821.0362304501296
89,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;1)$,-0.5081955269343108,-30.633538109634177,0.2582626935960418,938.4136571144095
90,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(1),-0.5671048799890896,-34.184537314022535,0.32160794490743977,1168.582591373799
91,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(1),-0.5400140229600096,-32.55152648012307,0.2916151449934537,1059.6018761861535
92,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;2)$,-0.12397472091357262,-7.473077066709578,0.01536973142559822,55.84688084498063
93,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(2),-0.4914332314691451,-29.62312304353802,0.24150662099220632,877.5294188525932
94,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(2),-0.42149451926027504,-25.407284665908826,0.17765762976645036,645.5301140945257
95,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;3)$,85.40945573833814,5148.399933913013,7294.775129519142,26506021.879515518
96,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(3),-0.5892720449428093,-35.520752720105975,0.34724154295108023,1261.723873802916
97,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(3),0.8984499935559497,54.157702416680934,0.807212390920686,2933.0567310537676
98,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM,-0.9397016789069614,-56.644314376668135,0.883039245340562,3208.5783512028124
99,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM($0.75$),-1.0322044702327258,-62.22029376479766,1.0654460683684222,3871.3649561777183
100,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;1)$,-0.3834917966917721,-24.154400675392502,0.14706595812988346,583.4350719874018
101,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;1)$,-0.3834917966917721,-24.154400675392502,0.14706595812988346,583.4350719874018
102,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;2)$,4.654861224661836,293.1884960219869,21.66773302086029,85959.49419963463
103,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;2)$,4.654861224661836,293.1884960219869,21.66773302086029,85959.49419963463
104,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;3)$,-58.59044884857103,-3690.3453723077714,3432.840696277018,13618648.966913383
105,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;3)$,-58.59044884857103,-3690.3453723077714,3432.840696277018,13618648.966913383
106,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,HT,-1.0068402192894905,-63.41627717362902,1.0137272271789093,4021.624210562541
107,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C,-0.9308628737244723,-58.63081041042412,0.8665056896785829,3437.571929383097
108,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C($0.75$),-1.035274176628226,-65.20720257091685,1.0717926207932513,4251.979267124585
109,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;1)$,-0.47803515188493784,-30.109255778504732,0.2285176064376556,906.5672835354206
110,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(1),-0.46287054745553746,-29.154106451631456,0.21424914370178896,849.9619229930589
111,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(1),-0.4589837474784716,-28.90929463348815,0.21066608044938137,835.7473162058269
112,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;2)$,3.9045064995418457,245.92707130423852,15.245171004964517,60480.124400280016
113,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(2),-0.9406841336564482,-59.24940681738922,0.8848866393129825,3510.4922082124885
114,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(2),-0.9628605177916851,-60.646196194775726,0.927100376722072,3677.9611128952297
115,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;3)$,173.7668465767344,10944.781798520155,30194.91696922235,119788248.61721806
116,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(3),-4.342500631400253,-273.514325700926,18.857311733711597,74810.08636363223
117,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(3),-3.2939473178967726,-207.47073081216755,10.850088933079341,43044.10414373489
118,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM,-0.926931153376526,-58.38316926282424,0.8592013630999368,3408.594453171585
119,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM($0.75$),-1.0308764561962906,-64.9302102016206,1.0627062679398227,4215.932196826635
