,n,nc,Pii,Pij,Phi,B,p,EK,Eq,Graph,rep,design,K,q,Estimator,Bias,Abs_Bias,Rel_bias_sq,Bias_sq
88,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C($0.75$),-1.1634576012229292,-13.364005690798447,1.3536335898434124,178.59664810369327
89,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;1)$,0.47988174516844906,5.512141023962098,0.23028648934591628,30.383698668045923
90,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(1),0.7532114841250949,8.651731313321651,0.567327539817928,74.85245471791038
91,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(1),0.8763265528984855,10.065887255043311,0.7679482273149421,101.32208623124336
92,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;2)$,-11.937322357337743,-137.11753977856355,142.49966506299555,18801.21971492596
93,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(2),-2.2458052707672076,-25.79634564028032,5.043641314205771,665.4514483928095
94,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(2),-1.7924371677836148,-20.588752426801193,3.2128310004521468,423.896726492112
95,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;3)$,-92.93581366079243,-1067.5032260190085,8637.065460793534,1139563.1375609904
96,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(3),-6.0162019419929855,-69.10484482225789,36.19468580684017,4775.479577908342
97,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(3),-7.723900017434084,-88.72024530988386,59.658631479318245,7871.28192784597
98,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM,-0.7928741399418828,-9.10731470328841,0.6286494017885804,82.94318110473326
99,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM($0.75$),-1.1183725344445061,-12.846138010563637,1.250757125799828,165.02326178644788
100,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;1)$,1.8011396238021846,20.70613325288015,3.2441039444302753,428.7439542860291
101,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;1)$,1.8011396238021846,20.70613325288015,3.2441039444302753,428.7439542860291
102,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;2)$,13.992312860622393,160.85743202763274,195.7848191895388,25875.113438524488
103,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;2)$,13.992312860622393,160.85743202763274,195.7848191895388,25875.113438524488
104,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;3)$,-32.21517438524392,-370.3497967456258,1037.817460671676,137158.97194952634
105,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;3)$,-32.21517438524392,-370.3497967456258,1037.817460671676,137158.97194952634
106,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,HT,-1.039943737688097,-11.955327240323331,1.0814829775566892,142.9298494232171
107,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C,-0.6683948059756992,-7.683952834733598,0.4467516166552926,59.043131166410504
