,n,nc,Pii,Pij,Phi,K,p,q,B,ratio,out-in,Graph,rep,design,Estimator,Bias,Abs_Bias,Rel_bias_sq,Bias_sq
45,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM0,4,Cluster,PI-$\mathcal{U}$($p$),-0.12311992611704327,-0.3170120539986021,0.015158516207066193,0.10049664238041262
46,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM0,4,Cluster,LS-Prop,-0.03239543650870169,-0.08341252461475612,0.0010494643065893225,0.006957649262607296
47,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM0,4,Cluster,LS-Num,-0.12365571482471095,-0.31839161524497195,0.01529073580881024,0.10137322065830226
48,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM0,4,Cluster,DM,-0.12428461580701648,-0.320010924145246,0.01544666572629769,0.1024069915722944
49,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM0,4,Cluster,DM($0.75$),-0.12428461580701648,-0.320010924145246,0.01544666572629769,0.1024069915722944
50,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM0,4,Bernoulli,PI-$n$($B$),-0.015793121194982256,-0.040664496373322034,0.00024942267707939777,0.0016536012652959209
51,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM0,4,Bernoulli,LS-Prop,-1.7354485644694968,-4.468473393237711,3.011781719919237,19.967254466073346
52,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM0,4,Bernoulli,LS-Num,-1.512055789674345,-3.893276472481478,2.286312711087707,15.157601691177822
53,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM0,4,Bernoulli,DM,-1.114151615903428,-2.868743536181464,1.2413338232202196,8.22968947638293
54,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM0,4,Bernoulli,DM($0.75$),-1.7318800809095753,-4.459285178635344,2.999408614651357,19.885224304396854
55,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,0,Cluster,PI-$n$($p$),0.1899167793604863,0.4813317457632884,0.03606838308265963,0.23168024947953492
56,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,0,Cluster,PI-$\mathcal{U}$($p$),0.1899167793604863,0.4813317457632884,0.03606838308265963,0.23168024947953492
57,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,0,Cluster,LS-Prop,0.37522186179868555,0.9509754451200916,0.1407914455716719,0.9043542972213563
58,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,0,Cluster,LS-Num,0.18460750503433696,0.46787573472125743,0.03407993091500274,0.21890770314095645
59,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,0,Cluster,DM,0.19109017941159584,0.48430565200254305,0.03651545666755589,0.23455196456160834
60,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,0,Cluster,DM($0.75$),0.19109017941159584,0.48430565200254305,0.03651545666755589,0.23455196456160834
61,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,0,Bernoulli,PI-$n$($B$),0.020304135853889866,0.05145951394961967,0.00041225793277321595,0.002648081575931102
62,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,0,Bernoulli,LS-Prop,-1.1148476789259545,-2.8255090538315333,1.2428853472065882,7.983501413283967
63,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,0,Bernoulli,LS-Num,-0.8173439609072921,-2.0715051977889676,0.668051150431621,4.29113378446671
64,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,0,Bernoulli,DM,-0.9969450763703804,-2.526692563212817,0.9938994852991436,6.384175308994955
65,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,0,Bernoulli,DM($0.75$),-0.9341162071769014,-2.3674568737963053,0.8725730885105597,5.604852049285375
66,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,1,Cluster,PI-$n$($p$),0.11888200238227412,0.3012987158858742,0.014132930490419028,0.09078091619447674
67,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,1,Cluster,PI-$\mathcal{U}$($p$),0.1188820023822743,0.30129871588587465,0.014132930490419072,0.09078091619447701
68,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,1,Cluster,LS-Prop,0.39980145803771494,1.0132708358050406,0.15984120584908273,1.0267177866930457
69,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,1,Cluster,LS-Num,0.1386888125961974,0.351497790292953,0.01923458673934316,0.12355069658082879
70,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,1,Cluster,DM,0.11797939203677899,0.29901110857279667,0.013919136945367989,0.0894076430499328
71,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,1,Cluster,DM($0.75$),0.11797939203677899,0.29901110857279667,0.013919136945367989,0.0894076430499328
72,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,1,Bernoulli,PI-$n$($B$),-0.010712559143348227,-0.027150285569412347,0.00011475892339973371,0.0007371380065006403
73,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,1,Bernoulli,LS-Prop,-1.7957771960623783,-4.55128070143783,3.2248157378976576,20.714156023280424
74,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,1,Bernoulli,LS-Num,-1.403828627435616,-3.5579125039472546,1.9707348152077655,12.658741385744223
75,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,1,Bernoulli,DM,-1.0883507658948637,-2.7583543482308,1.1845073896239364,7.608518710403761
76,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,1,Bernoulli,DM($0.75$),-1.39423857008434,-3.533607126284452,1.9439011903108252,12.486379322928265
77,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,2,Cluster,PI-$n$($p$),-0.02331885943952049,-0.059100135127756914,0.0005437692055601139,0.0034928259721191267
78,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,2,Cluster,PI-$\mathcal{U}$($p$),-0.02331885943952049,-0.059100135127756914,0.0005437692055601139,0.0034928259721191267
79,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,2,Cluster,LS-Prop,0.16929010628060762,0.4290547821571318,0.02865914008449942,0.18408800609190382
80,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,2,Cluster,LS-Num,-0.016030830160779035,-0.0406290981413302,0.0002569875156437428,0.001650723615777841
81,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,2,Cluster,DM,-0.015867100854250586,-0.040214136845075465,0.00025176488951895965,0.0016171768021944562
82,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,2,Cluster,DM($0.75$),-0.015867100854250586,-0.040214136845075465,0.00025176488951895965,0.0016171768021944562
83,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,2,Bernoulli,PI-$n$($B$),0.023767484247601216,0.06023714557408688,0.0005648933074599719,0.003628513706913735
84,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,2,Bernoulli,LS-Prop,-1.650931087249545,-4.184177643684493,2.725573454846965,17.50734255390912
85,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,2,Bernoulli,LS-Num,-1.1916524150585377,-3.020165670535284,1.4200354783148454,9.121400677479842
86,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,2,Bernoulli,DM,-1.0076757185978098,-2.5538886791846767,1.0154103538516124,6.522347385667652
87,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,2,Bernoulli,DM($0.75$),-1.3035260722681434,-3.3037021906413475,1.699180221082813,10.914448164448439
88,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,3,Cluster,PI-$n$($p$),-0.11828297161383099,-0.29978051129904637,0.013990861373798347,0.08986835495471766
89,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,3,Cluster,PI-$\mathcal{U}$($p$),-0.11828297161383099,-0.29978051129904637,0.013990861373798347,0.08986835495471766
90,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,3,Cluster,LS-Prop,-0.027632448169899185,-0.07003264567837553,0.0007635521918621649,0.0049045714607128905
91,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,3,Cluster,LS-Num,-0.11902275085322479,-0.3016554337465305,0.014166415220668823,0.09099600070880744
92,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,3,Cluster,DM,-0.1185549490086784,-0.3004698203464664,0.014055275934450336,0.0902821129390378
93,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,3,Cluster,DM($0.75$),-0.1185549490086784,-0.3004698203464664,0.014055275934450336,0.0902821129390378
94,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,3,Bernoulli,PI-$n$($B$),-0.02688615521567873,-0.06814121464360667,0.0007228653422815686,0.0046432251331060765
95,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,3,Bernoulli,LS-Prop,-1.0519304220560095,-2.6660493515881374,1.1065576128469343,7.1078191451035275
96,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,3,Bernoulli,LS-Num,-0.8638254830771389,-2.18930959762707,0.7461944652134525,4.793076514262002
97,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,3,Bernoulli,DM,-1.0083039536357508,-2.555480900096278,1.0166768629174863,6.530482630756884
98,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,3,Bernoulli,DM($0.75$),-0.7881156199476196,-1.997427865458158,0.6211262304054207,3.9897180777087335
99,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,4,Cluster,PI-$n$($p$),-0.10500743245834077,-0.2661345193062479,0.011026560871492997,0.07082758236636762
100,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,4,Cluster,PI-$\mathcal{U}$($p$),-0.10500743245834059,-0.26613451930624743,0.01102656087149296,0.07082758236636738
101,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,4,Cluster,LS-Prop,0.048463254415508784,0.12282697153846422,0.0023486870285423316,0.0150864649373107
102,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,4,Cluster,LS-Num,-0.10909120649160971,-0.2764845794291877,0.011900891333795028,0.0764437226621348
103,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,4,Cluster,DM,-0.10364484584425013,-0.26268113200722976,0.010742254070078373,0.06900137711259967
104,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,4,Cluster,DM($0.75$),-0.10364484584425013,-0.26268113200722976,0.010742254070078373,0.06900137711259967
105,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,4,Bernoulli,PI-$n$($B$),-0.010815779610208083,-0.02741189114043907,0.00011698108857659292,0.0007514117758952821
106,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,4,Bernoulli,LS-Prop,-0.5964043957079093,-1.5115482156639495,0.3556982032197164,2.2847780082768696
107,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,4,Bernoulli,LS-Num,-0.3760981111422933,-0.9531962421855371,0.1414497892048008,0.9085830761166291
108,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,4,Bernoulli,DM,-0.9576086879244587,-2.4269970408558406,0.9170143991884034,5.890314636323007
109,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM1,4,Bernoulli,DM($0.75$),-0.8971931376172093,-2.2738777514567676,0.8049555261874127,5.170520028570086
110,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,0,Cluster,PI-$n$($p$),0.11393307028701845,0.27866792642671934,0.012980744505026686,0.07765581321896746
111,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,0,Cluster,PI-$\mathcal{U}$($p$),0.11393307028701863,0.2786679264267198,0.012980744505026728,0.07765581321896771
112,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,0,Cluster,LS-Prop,0.3736919624425368,0.9140099887930297,0.13964568279415432,0.8354142596134344
113,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,0,Cluster,LS-Num,0.10931710165821464,0.267377768064454,0.011950228714952433,0.07149087085512897
114,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,0,Cluster,DM,0.10604226644963566,0.2593678765143981,0.011244962273775524,0.06727169536758805
115,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,0,Cluster,DM($0.75$),0.10604226644963566,0.2593678765143981,0.011244962273775524,0.06727169536758805
116,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,0,Bernoulli,PI-$n$($B$),0.04649956370597738,0.11373288690499095,0.002162209424846249,0.012935169563743461
117,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,0,Bernoulli,LS-Prop,-0.3781001601396931,-0.924791962002836,0.14295973109766158,0.8552401729850548
118,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,0,Bernoulli,LS-Num,-0.1532721364444549,-0.37488701335240027,0.0234923478102476,0.14054027278028275
119,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,0,Bernoulli,DM,-0.918060944383135,-2.2454774461893328,0.8428358976016537,5.042168961344967
120,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,0,Bernoulli,DM($0.75$),-0.6739864799582369,-1.648497792049808,0.4542577751664949,2.7175449703930923
121,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,1,Cluster,PI-$n$($p$),-0.04657468639762154,-0.11391662885678189,0.0021692014130367926,0.012976998330093793
122,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,1,Cluster,PI-$\mathcal{U}$($p$),-0.046574686397621905,-0.11391662885678278,0.002169201413036827,0.012976998330093994
123,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,1,Cluster,LS-Prop,0.3178790562370842,0.7774976767756243,0.10104709439417933,0.6045026373914931
124,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,1,Cluster,LS-Num,-0.05122259611992678,-0.12528491166765043,0.002623754353265138,0.01569630909157097
125,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,1,Cluster,DM,-0.05029154441253223,-0.12300766022483334,0.002529239439397702,0.015130884473988046
126,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,1,Cluster,DM($0.75$),-0.05029154441253223,-0.12300766022483334,0.002529239439397702,0.015130884473988046
127,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,1,Bernoulli,PI-$n$($B$),0.029505455389594492,0.07216714208597264,0.0008705718977473506,0.005208096396856963
128,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,1,Bernoulli,LS-Prop,-1.2841352690200223,-3.1408555195409336,1.649003389141125,9.864973394630749
129,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,1,Bernoulli,LS-Num,-1.0498632500315161,-2.5678515832223097,1.1022128437667378,6.593861753457323
130,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,1,Bernoulli,DM,-1.0338573648569263,-2.5287029249706645,1.0688610508689076,6.394338482755194
131,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,1,Bernoulli,DM($0.75$),-0.8105982905024209,-1.98263545615246,0.6570695885654472,3.930843351992873
132,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,2,Cluster,PI-$n$($p$),-0.03956081379374439,-0.09676145758105159,0.0015650579880233163,0.009362779673209646
133,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,2,Cluster,PI-$\mathcal{U}$($p$),-0.03956081379374439,-0.09676145758105159,0.0015650579880233163,0.009362779673209646
134,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,2,Cluster,LS-Prop,0.1935601490712484,0.473427120366801,0.03746553130848391,0.2241332382988015
135,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,2,Cluster,LS-Num,-0.02834322867272863,-0.06932446165604267,0.0008033386115945864,0.00480588098390013
136,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,2,Cluster,DM,-0.03576108073941554,-0.08746772285980331,0.0012788548956509974,0.007650602542279359
137,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,2,Cluster,DM($0.75$),-0.03576108073941554,-0.08746772285980331,0.0012788548956509974,0.007650602542279359
138,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,2,Bernoulli,PI-$n$($B$),0.022459093331126702,0.05493250512992054,0.0005044108732562599,0.0030175801198487466
139,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,2,Bernoulli,LS-Prop,-0.36150410837803354,-0.8841998203213954,0.13068522037419703,0.781809322256388
140,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,2,Bernoulli,LS-Num,-0.46653935955940734,-1.1411046467663128,0.21765897401810197,1.3021198148716717
141,1000,50,0.5,0,0.0,25,1.0,0.5,0.5,1.25,0.0,SBM2,2,Bernoulli,DM,-0.9441198542793358,-2.3092147120018067,0.8913622992444342,5.332472586125587
