,B,ratio,N,k,Graph,p,NC,q,q_true,rep,Estimator,Bias,Abs_Bias,Bias_sq
0,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,0,PI($p$),0.01259364181404164,0.014111235595047233,0.00019912697001892805
1,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,0,LS-Prop,0.022056634253014056,0.024714563664264055,0.0006108096571149611
2,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,0,LS-Num,0.020988476295262716,0.023517687588453517,0.0005530816295081007
3,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,0,DM,-0.2964405573403008,-0.3321630554786764,0.11033229542493027
4,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,0,DM($0.75$),-0.053589074013088496,-0.06004681250152433,0.003605619691593218
5,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,1,PI($p$),0.026952544449719854,0.030200454342914185,0.0009120674425184442
6,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,1,LS-Prop,0.008433329882421396,0.0094495862736792,8.929468074370635e-05
7,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,1,LS-Num,0.0052139265740123565,0.005842229543096211,3.4131646034226165e-05
8,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,1,DM,-0.2989765125981897,-0.33500460541561916,0.1122280856496747
9,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,1,DM($0.75$),-0.12239280105943212,-0.13714171614454673,0.01880785030707143
10,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,2,PI($p$),-0.018096530395507796,-0.02027724844287837,0.00041116680441421333
11,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,2,LS-Prop,-0.029714138077645582,-0.03329483314746229,0.0011085459143173534
12,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,2,LS-Num,-0.029207547287703587,-0.03272719575609373,0.0010710693420576795
13,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,2,DM,-0.35019842417711977,-0.39239900114260007,0.15397697609771024
14,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,2,DM($0.75$),-0.1854307953213707,-0.2077760887592759,0.043170903060102496
15,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,3,PI($p$),-0.0014030337755636592,-0.0015721060235898143,2.4715173494073776e-06
16,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,3,LS-Prop,-0.0015746243467275624,-0.001764374075304831,3.113015877607777e-06
17,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,3,LS-Num,-0.002405199217747025,-0.002695037171599468,7.263225356302861e-06
18,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,3,DM,-0.33813093588852305,-0.37887732307716593,0.14354802594211916
19,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,3,DM($0.75$),-0.1142776455428316,-0.12804864576219588,0.016396455681532324
20,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,4,PI($p$),0.0156256501379846,0.017508615353585277,0.0003065516115998021
21,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,4,LS-Prop,-0.013266306474468975,-0.014864959548762435,0.0002209670223863435
22,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,4,LS-Num,-0.012921855321466702,-0.014479000392326746,0.00020964145236099807
23,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,4,DM,-0.3037991276144444,-0.3404083684957081,0.11587785734190979
24,0.05,1.25,14400,12,120lat0,0.5,100,0.1,0.1,4,DM($0.75$),-0.1308422569626885,-0.14660937170132715,0.021494307870657908
