,B,ratio,N,k,Graph,p,NC,q,q_true,rep,Estimator,Bias,Abs_Bias,Bias_sq
0,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,0,PI($p$),-0.00027549731036254397,-0.00031076784076011776,9.657665085070591e-08
1,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,0,LS-Prop,-0.57094499454991,-0.6440402010298388,0.4147877805425552
2,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,0,LS-Num,-0.5714963518165023,-0.6446621457849466,0.4155892822080518
3,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,0,DM,-0.5700445448168191,-0.6430244712613796,0.4134804706409768
4,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,0,DM($0.75$),-0.5717721233929388,-0.6449732230046822,0.4159904583930475
5,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,1,PI($p$),0.0034300708823627847,0.0038692055481894805,1.4970751574140258e-05
6,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,1,LS-Prop,-0.5620324258268143,-0.633986601108817,0.4019390103855102
7,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,1,LS-Num,-0.5631520262135534,-0.6352495382832062,0.4035419758890266
8,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,1,DM,-0.5629457727838137,-0.6350168792676781,0.4032464369548609
9,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,1,DM($0.75$),-0.5645434337631785,-0.6368190807199192,0.40553854156896296
10,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,2,PI($p$),-0.001404913136506709,-0.001584777075729571,2.5115183797579703e-06
11,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,2,LS-Prop,-0.5486214942705762,-0.6188587356613128,0.3829861347043186
12,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,2,LS-Num,-0.5487115704930088,-0.6189603438879498,0.3831119073058891
13,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,2,DM,-0.557357570383425,-0.6287132475138365,0.3952803475993946
14,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,2,DM($0.75$),-0.5573771822348076,-0.6287353701715839,0.3953081657047986
15,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,3,PI($p$),0.004987169744545167,0.005625651920074803,3.164795952584132e-05
16,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,3,LS-Prop,-0.5623446857058481,-0.6343388380443995,0.4023857614515189
17,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,3,LS-Num,-0.5612351781952797,-0.6330872858861852,0.40079951155073645
18,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,3,DM,-0.555795004470141,-0.6269506341718855,0.3930670976885293
19,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,3,DM($0.75$),-0.5556773890521624,-0.6268179610454683,0.3929007562891982
20,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,4,PI($p$),-0.001252048667160852,-0.001412342139776701,1.9947103197890307e-06
21,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,4,LS-Prop,-0.5473266352047614,-0.6173981023235776,0.3811804167527548
22,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,4,LS-Num,-0.5483814760065433,-0.6185879890701452,0.3826511002218461
23,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,4,DM,-0.5452720826431802,-0.615080515765471,0.37832404087431776
24,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,4,DM($0.75$),-0.5477603642079863,-0.6178873594623492,0.38178478898335433
25,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,5,PI($p$),-0.00405815820038566,-0.004577703716007964,2.095537131155312e-05
26,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,5,LS-Prop,-0.5551972830770701,-0.6262763895251543,0.3922221160766628
27,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,5,LS-Num,-0.557400212264442,-0.6287613486196955,0.3953408335180582
28,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,5,DM,-0.5552154837735719,-0.6262969203649827,0.3922478324586615
29,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,5,DM($0.75$),-0.5553732473237964,-0.6264748815864168,0.392470777258715
30,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,6,PI($p$),0.008640746605711434,0.009746977789650835,9.500357603194667e-05
31,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,6,LS-Prop,-0.5687135713711168,-0.6415231000019446,0.41155188783610497
32,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,6,LS-Num,-0.5682936553626925,-0.6410494242659932,0.41094436435176135
33,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,6,DM,-0.5609810694677925,-0.6328006449006323,0.4004366561866561
34,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,6,DM($0.75$),-0.5628420565889124,-0.6348998848117289,0.40309786373394657
35,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,7,PI($p$),-0.0026133266168188686,-0.002947897635882546,8.690100471641904e-06
36,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,7,LS-Prop,-0.554527106473163,-0.6255204135925759,0.39127578782102723
37,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,7,LS-Num,-0.5536796756303307,-0.6245644904553448,0.3900808027377445
38,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,7,DM,-0.5506483648692223,-0.6211450962744619,0.38582123062581053
39,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,7,DM($0.75$),-0.5509180080249976,-0.6214492604827649,0.3861991833545754
40,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,8,PI($p$),0.013963858494943955,0.01575158083192507,0.00024811229870466933
41,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,8,LS-Prop,-0.560982692802309,-0.6328024760624751,0.40043897371079934
42,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,8,LS-Num,-0.5614662218557991,-0.6333479089006402,0.40112957370881364
43,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,8,DM,-0.5541466671735525,-0.6250912685692556,0.3907390940415212
44,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,8,DM($0.75$),-0.5559417134506739,-0.6271161255628552,0.3932746349409668
45,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,9,PI($p$),-0.007586406141321357,-0.008557655436146394,7.323346656380594e-05
46,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,9,LS-Prop,-0.5761122135789415,-0.6498689530357061,0.42232965611972484
47,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,9,LS-Num,-0.5777936567644437,-0.6517656629071444,0.4247984793447894
48,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,9,DM,-0.5725591512821914,-0.6458610101029996,0.4171364443712669
49,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,9,DM($0.75$),-0.5728558326073661,-0.6461956740410868,0.4175688491494145
50,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,10,PI($p$),-0.0032050756302320228,-0.0036154052893269117,1.307115540609301e-05
51,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,10,LS-Prop,-0.5523098136935388,-0.6230192520075499,0.388152988372047
52,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,10,LS-Num,-0.5530437085907902,-0.6238471037650264,0.3891852088760116
53,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,10,DM,-0.5569420579208229,-0.628244539087457,0.3946912008932113
54,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,10,DM($0.75$),-0.5560324359943982,-0.6272184628560374,0.3934030001474904
55,0.1,1.25,14400,12,120lat0,1.0,100,0.1,0.1,11,PI($p$),0.01323362788243263,0.01492786247907274,0.00022284107819410773
