,B,ratio,N,k,Graph,p,NC,q,q_true,rep,Estimator,Bias,Abs_Bias,Bias_sq
0,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,PI($p$),-0.025323663758407076,-0.028419400146048934,0.0008076623046612462
1,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,LS-Prop,-0.565340584580217,-0.6344516514381741,0.4025288980126263
2,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,LS-Num,-0.564072384861212,-0.6330284183853523,0.4007249784834606
3,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,DM,-0.5583374788208195,-0.6265924385399084,0.3926180840353889
4,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,DM($0.75$),-0.6933558393687361,-0.77811635909429,0.6054650682901541
5,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,PI($p$),0.007331255270915892,0.008227477631384206,6.769138817492746e-05
6,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,LS-Prop,-0.5276903955694634,-0.5921988480018721,0.35069947557474435
7,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,LS-Num,-0.5278560382505169,-0.5923847399675461,0.3509196801464173
8,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,DM,-0.5379824119455068,-0.6037490302539705,0.36451289153260985
9,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,DM($0.75$),-0.4353388633830643,-0.4885576382486161,0.23868856589106563
10,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,PI($p$),0.009047615625012061,0.010153657514485825,0.00010309676092147447
11,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,LS-Prop,-0.5374721440327072,-0.6031763837311811,0.363821749891025
12,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,LS-Num,-0.5366015239075106,-0.6021993330978599,0.3626440367835072
13,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,DM,-0.5480379199346317,-0.6150337917300766,0.37826656496987515
14,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,DM($0.75$),-0.604496030059475,-0.6783937241014321,0.4602180449002099
15,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,PI($p$),-0.004447949971912014,-0.004991697539792561,2.4917044328771108e-05
16,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,LS-Prop,-0.5336318388242962,-0.5988666135714603,0.3586412208505488
17,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,LS-Num,-0.5336380891997545,-0.5988736280352009,0.3586496223560442
18,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,DM,-0.5438762680830035,-0.6103633913342925,0.37254346948109873
19,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,DM($0.75$),-0.43823997379375157,-0.4918134000694868,0.2418804204879091
20,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,PI($p$),0.020817227716838766,0.02336206680282804,0.0005457861652998
21,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,LS-Prop,-0.5388922519572074,-0.6047700952786876,0.3657468681433929
22,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,LS-Num,-0.5386398110212156,-0.6044867942507781,0.3654042844235825
23,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,DM,-0.5436991998825332,-0.610164677116227,0.37230093320034957
24,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,DM($0.75$),-0.24969466109214022,-0.2802190297426369,0.07852270462990482
25,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,PI($p$),-0.04376084189607486,-0.04911046396908736,0.0024118376712590275
26,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,LS-Prop,-0.5483168608916117,-0.6153468323212471,0.378651724047793
27,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,LS-Num,-0.5485667057003477,-0.6156272198536998,0.3789968738247957
28,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,DM,-0.5612576706339101,-0.6298696144032108,0.3967357311484494
