,B,ratio,N,k,Graph,p,NC,q,q_true,rep,Estimator,Bias,Abs_Bias,Bias_sq
0,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,PI($p$),0.016095874070050697,0.018039453661330862,0.00032542188839930345
1,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,LS-Prop,-0.5690960322144575,-0.6378144770082452,0.40680730708130136
2,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,LS-Num,-0.5684850589958296,-0.6371297286672861,0.40593429115164964
3,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,DM,-0.5626422305881227,-0.6305813777139164,0.3976328739195809
4,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,0,DM($0.75$),-0.4189029762138957,-0.46948558339338164,0.22041671301422391
5,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,PI($p$),-0.009409445545141757,-0.010545637729996615,0.00011121047513232816
6,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,LS-Prop,-0.5696820897814764,-0.6384713011283333,0.4076456023645068
7,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,LS-Num,-0.5698007013890084,-0.6386042351080885,0.40781536909798677
8,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,DM,-0.559778267927407,-0.6273715910641878,0.39359511327441055
9,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,1,DM($0.75$),-0.8599843901869115,-0.9638276547597148,0.9289637480796119
10,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,PI($p$),0.02288362185258286,0.02564682316825473,0.0006577595386237275
11,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,LS-Prop,-0.5481568110877475,-0.6143468412914322,0.3774220414047602
12,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,LS-Num,-0.5492509185442658,-0.6155730624134713,0.3789301951690994
13,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,DM,-0.5574112076757223,-0.6247187078757378,0.3902734639699314
14,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,2,DM($0.75$),-0.6860915249425743,-0.7689371958160711,0.5912644111094829
15,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,PI($p$),0.025157683758590104,0.028195478444624333,0.0007949850047212755
16,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,LS-Prop,-0.564315206071921,-0.6324563652781319,0.40000105398082575
17,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,LS-Num,-0.5637365268562112,-0.6318078104465558,0.39918110934127093
18,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,DM,-0.5583416495356339,-0.6257615007519364,0.39157745582331566
19,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,3,DM($0.75$),-0.7568750885092659,-0.8482678869850024,0.7195584080900008
20,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,PI($p$),0.026624049917989865,0.029838908572613176,0.0008903604648047681
21,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,LS-Prop,-0.5596039678940765,-0.6271762442715408,0.39335004137855545
22,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,LS-Num,-0.5595263780126772,-0.6270892853984782,0.39324097186157403
23,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,DM,-0.5578059837817798,-0.6251611532652104,0.3908264675518879
24,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,4,DM($0.75$),-0.6751901144090845,-0.7567194380660931,0.5726243079470638
25,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,PI($p$),-0.01236216556982659,-0.01385489921081895,0.00019195823214195154
26,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,LS-Prop,-0.5514402390643537,-0.6180267437668445,0.3819570560110489
27,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,LS-Num,-0.5519064556650177,-0.6185492561030631,0.38260318222565276
28,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,DM,-0.5481427178515246,-0.6143310462944861,0.37740263444127803
29,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,5,DM($0.75$),-0.475131616609465,-0.5325038418887598,0.28356034162628924
30,0.1,1.25,14400,12,120lat0,0.1,100,1.0,1.0,6,PI($p$),0.058433152560237615,0.065488965887055,0.004288804652955853
